"DataMessageGUID","SensorID","Sensor Name","Date","Value"
"a212c3ef-d722-4983-a329-7e62dc0af668","431498","Open / Closed - 431498","19-11-24 22:06","1"
"caa3b3d0-85b2-4afa-bb7a-045d54264bcb","431498","Open / Closed - 431498","19-11-24 21:56","1"
"2ecaf2d4-246a-4514-a757-fc05c7afc9c4","431498","Open / Closed - 431498","19-11-24 21:46","1"
"98ad3cce-8922-4570-b3ac-1d136f4f8eab","431498","Open / Closed - 431498","19-11-24 21:36","1"
"203121e2-13b3-4772-8313-c990bcc65e7c","431498","Open / Closed - 431498","19-11-24 21:26","1"
"bb13fd2c-1735-4b1b-8e7d-bfcf47972e18","431498","Open / Closed - 431498","19-11-24 21:16","1"
"94e1f1c6-40b0-4acb-ae17-5069335f1c8d","431498","Open / Closed - 431498","19-11-24 21:06","1"
"ae249cd4-9603-4f8d-979e-5f4438f03c69","431498","Open / Closed - 431498","19-11-24 20:56","1"
"ddcc3a25-7e1c-4b92-a11c-63bf976ffffd","431498","Open / Closed - 431498","19-11-24 20:46","1"
"5feb810e-371f-4de0-8c25-c24b2e528477","431498","Open / Closed - 431498","19-11-24 20:36","1"
"d479f0c8-9276-4657-89ce-c5cfe18632f9","431498","Open / Closed - 431498","19-11-24 20:26","1"
"3983f283-5704-4bde-80a7-4f736db39d88","431498","Open / Closed - 431498","19-11-24 20:16","1"
"9e40cb9e-2930-44b7-b8aa-30e8ffda57ae","431498","Open / Closed - 431498","19-11-24 20:06","1"
"4a48edc5-4709-4c87-899a-5fbee80e91c7","431498","Open / Closed - 431498","19-11-24 19:56","1"
"b2ea0a53-32b5-44ba-8daf-7cd6ae30e10a","431498","Open / Closed - 431498","19-11-24 19:46","1"
"501860b9-ec92-42e7-9307-206826cf84b3","431498","Open / Closed - 431498","19-11-24 19:36","1"
"05c782ef-1d99-40e3-a32e-35968c8c754e","431498","Open / Closed - 431498","19-11-24 19:26","1"
"8f905700-3f16-4995-abfe-ad29ba155f5a","431498","Open / Closed - 431498","19-11-24 19:16","1"
"78363253-230e-45e4-88f2-ff2bce1b58b7","431498","Open / Closed - 431498","19-11-24 19:06","1"
"b5b81b7f-2ca1-4fee-8713-ac5a132fec04","431498","Open / Closed - 431498","19-11-24 18:56","1"
"7d69182d-fb2d-4916-8592-ea7aa8ece7b9","431498","Open / Closed - 431498","19-11-24 18:46","1"
"4304ab6f-bfdf-4660-939b-89785f331204","431498","Open / Closed - 431498","19-11-24 18:36","1"
"d4f68d98-c2d8-4de5-bb34-605cedd7e5da","431498","Open / Closed - 431498","19-11-24 18:26","1"
"1b00d055-14a0-4d7f-83c2-62b330eb29d2","431498","Open / Closed - 431498","19-11-24 18:16","1"
"d29e52c6-8f8d-4085-9c70-e908f361daf1","431498","Open / Closed - 431498","19-11-24 18:06","1"
"d4c8afdb-4a5a-44f7-b5ce-098834d207e3","431498","Open / Closed - 431498","19-11-24 17:56","1"
"f6fd0496-512c-4a55-968b-7092ee841a7f","431498","Open / Closed - 431498","19-11-24 17:46","1"
"7c621254-a237-4a16-94a0-c20ff1e4ae2d","431498","Open / Closed - 431498","19-11-24 17:36","1"
"7b4cca93-4409-4e01-bd98-15266bd61fe5","431498","Open / Closed - 431498","19-11-24 17:26","1"
"6659e630-317a-4ee9-8213-13f023aa0235","431498","Open / Closed - 431498","19-11-24 17:16","1"
"3a6371ad-e785-414f-ad80-aaca178cbdb5","431498","Open / Closed - 431498","19-11-24 17:06","1"
"e04fec4a-ddcd-46eb-a1bd-b1c0a2310595","431498","Open / Closed - 431498","19-11-24 16:56","1"
"9600ece5-469f-4f79-bd3b-4f4d75109ba2","431498","Open / Closed - 431498","19-11-24 16:46","1"
"6a6604d6-ab2c-41fd-986a-17bf20f903ac","431498","Open / Closed - 431498","19-11-24 16:36","1"
"9799e659-bc2a-4574-a6ab-953a9111c3b5","431498","Open / Closed - 431498","19-11-24 16:26","1"
"a99704bb-060a-4fda-8c03-19fc15d25456","431498","Open / Closed - 431498","19-11-24 16:16","1"
"0d4bce79-6ce4-4e5f-b93f-7f6eef9eb6e3","431498","Open / Closed - 431498","19-11-24 16:06","1"
"acfc2cf4-911c-48a2-83ec-a49ee7fc8c89","431498","Open / Closed - 431498","19-11-24 15:56","1"
"6ea68c12-03d5-412b-8d4f-420889c44153","431498","Open / Closed - 431498","19-11-24 15:46","1"
"bc1b02d4-97ad-47ee-8faf-00f5340b3341","431498","Open / Closed - 431498","19-11-24 15:36","1"
"3e3b7f1f-0b13-4965-9cd2-e18ab446e417","431498","Open / Closed - 431498","19-11-24 15:26","1"
"f25677d3-f7ac-4072-b21b-d739cb64ab51","431498","Open / Closed - 431498","19-11-24 15:16","1"
"d8141252-d8bd-41f8-b6ee-d770ec102616","431498","Open / Closed - 431498","19-11-24 15:06","1"
"bb7265df-2a19-4ec9-8859-dd695e63972c","431498","Open / Closed - 431498","19-11-24 14:56","1"
"06ea59d7-809b-4697-a6ca-af9a45059d23","431498","Open / Closed - 431498","19-11-24 14:46","1"
"b3b5fea3-3de7-4ba3-be6d-456bc00c6ce8","431498","Open / Closed - 431498","19-11-24 14:36","1"
"ffa9ee63-8dce-4ebe-9a7a-14335b5dde49","431498","Open / Closed - 431498","19-11-24 14:26","1"
"e7d72105-f49b-4772-ad6f-2547d2ee1b84","431498","Open / Closed - 431498","19-11-24 14:16","1"
"525dfb5c-abde-43b3-8311-290d0aeec4cc","431498","Open / Closed - 431498","19-11-24 14:06","1"
"d02fde00-da3d-4c47-88be-6c271f515a00","431498","Open / Closed - 431498","19-11-24 13:56","1"
"0e706546-6398-4cab-b08d-183d1e9b4e0f","431498","Open / Closed - 431498","19-11-24 13:46","1"
"433d63e7-c3a6-43f7-9353-eb1d74e2d621","431498","Open / Closed - 431498","19-11-24 13:36","1"
"e7d079f7-cf1f-4447-87cc-07612c21f5be","431498","Open / Closed - 431498","19-11-24 13:26","1"
"e1d20152-3cf8-405b-bd64-e5ffc4dc90ad","431498","Open / Closed - 431498","19-11-24 13:16","1"
"ad7da6e5-9557-4c37-9290-9264b0480fee","431498","Open / Closed - 431498","19-11-24 13:06","1"
"8a5e0e2e-de73-4b9a-b05b-cf3b11f7b625","431498","Open / Closed - 431498","19-11-24 12:56","1"
"8f1c355f-9b69-47cb-91ad-f099bc153450","431498","Open / Closed - 431498","19-11-24 12:46","1"
"616295f6-ae67-4110-bb8c-ff2f30030336","431498","Open / Closed - 431498","19-11-24 12:36","1"
"266d083a-f525-4250-8ee6-3971f6b5ace6","431498","Open / Closed - 431498","19-11-24 12:26","1"
"a37613de-2bbd-42d4-8c46-ffdb6de9124c","431498","Open / Closed - 431498","19-11-24 12:16","1"
"3f25e3d8-9a5f-4de8-9229-53640d2aa96a","431498","Open / Closed - 431498","19-11-24 12:06","1"
"0bb26a82-1774-475c-90b3-12ac3ef02135","431498","Open / Closed - 431498","19-11-24 11:56","1"
"ded1a148-7956-4ad7-bd85-76016c55e5f7","431498","Open / Closed - 431498","19-11-24 11:46","1"
"3bba3cd8-2008-42df-8a59-5627c4e8f8ed","431498","Open / Closed - 431498","19-11-24 11:36","1"
"b7f32376-ab09-4701-ade2-668ecb1f86fb","431498","Open / Closed - 431498","19-11-24 11:26","1"
"ccea6c83-2eb6-4963-bda8-d39ea1cccda9","431498","Open / Closed - 431498","19-11-24 11:16","1"
"cace7cee-44f1-4b09-b7ec-e039a98c8344","431498","Open / Closed - 431498","19-11-24 11:06","1"
"ac4756eb-c294-4522-b214-3863443b61df","431498","Open / Closed - 431498","19-11-24 10:56","1"
"5b3581b9-5921-4f44-97f1-5da64ed3227b","431498","Open / Closed - 431498","19-11-24 10:46","1"
"5e23bdb9-2cfb-4238-bb07-a2d234e50d82","431498","Open / Closed - 431498","19-11-24 10:36","1"
"9a8eb7c6-bcc2-47fe-82bb-fb3606369440","431498","Open / Closed - 431498","19-11-24 10:26","1"
"81ecf241-5fb9-467d-884d-7c34d46d3188","431498","Open / Closed - 431498","19-11-24 10:16","1"
